id,formula,description
80_BSe2,B 1 Se 2,"B 1 Se 2 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 33, PymatgenData std dev row of 14, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 21, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 8, PymatgenData mean atomic mass of 56, PymatgenData std dev atomic mass of 48, PymatgenData minimum atomic radius of 85, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 21."
81_Ba(AgO)2,Ba 1 Ag 2 O 2,"Ba 1 Ag 2 O 2 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 64, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 94, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 77, PymatgenData std dev atomic mass of 64, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 77."
82_Ba(AlSe2)2,Ba 1 Al 2 Se 4,"Ba 1 Al 2 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 12, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 63, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 72, PymatgenData std dev atomic mass of 46, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 45."
83_Ba(BS2)2,Ba 1 B 2 S 4,"Ba 1 B 2 S 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 16, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 63, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 41, PymatgenData std dev atomic mass of 53, PymatgenData minimum atomic radius of 85, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 56."
84_Ba(BSe3)2,Ba 1 B 2 Se 6,"Ba 1 B 2 Se 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 38, PymatgenData std dev row of 16, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 45, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 70, PymatgenData std dev atomic mass of 52, PymatgenData minimum atomic radius of 85, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 51."
85_Ba(CuO)2,Ba 1 Cu 2 O 2,"Ba 1 Cu 2 O 2 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 64, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 94, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 56, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 72."
86_Ba(CuS)2,Ba 1 Cu 2 S 2,"Ba 1 Cu 2 S 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 14, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 64, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 94, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 66, PymatgenData std dev atomic mass of 48, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 53."
87_Ba(CuSe)2,Ba 1 Cu 2 Se 2,"Ba 1 Cu 2 Se 2 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 44, PymatgenData std dev row of 10, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 64, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 94, PymatgenData minimum atomic mass of 64, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 84, PymatgenData std dev atomic mass of 34, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 46."
88_Ba(GaSe2)2,Ba 1 Ga 2 Se 4,"Ba 1 Ga 2 Se 4 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 43, PymatgenData std dev row of 9, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 63, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 70, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 85, PymatgenData std dev atomic mass of 29, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 45."
89_Ba(NO3)2,Ba 1 N 2 O 6,"Ba 1 N 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 24, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 45, PymatgenData minimum atomic mass of 14, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 29, PymatgenData std dev atomic mass of 54, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 69."
90_Ba(PO3)2,Ba 1 P 2 O 6,"Ba 1 P 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 27, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 45, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 33, PymatgenData std dev atomic mass of 53, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 69."
91_Ba(SbO3)2,Ba 1 Sb 2 O 6,"Ba 1 Sb 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 45, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 53, PymatgenData std dev atomic mass of 75, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 78."
92_Ba(TeO3)2,Ba 1 Te 2 O 6,"Ba 1 Te 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 63, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 45, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 54, PymatgenData std dev atomic mass of 77, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 76."
93_Ba(YSe2)2,Ba 1 Y 2 Se 4,"Ba 1 Y 2 Se 4 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 46, PymatgenData std dev row of 10, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 85, PymatgenData minimum atomic mass of 79, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 90, PymatgenData std dev atomic mass of 26, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 52."
94_Ba2As2Se5,Ba 2 As 2 Se 5,"Ba 2 As 2 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 44, PymatgenData std dev row of 11, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 74, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 54, PymatgenData minimum atomic mass of 75, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 91, PymatgenData std dev atomic mass of 32, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 54."
95_Ba2B2O5,Ba 2 B 2 O 5,"Ba 2 B 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 54, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 42, PymatgenData std dev atomic mass of 66, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 81."
96_Ba2BiSbO6,Ba 2 Bi 1 Sb 1 O 6,"Ba 2 Bi 1 Sb 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 70, PymatgenData std dev atomic mass of 91, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 84."
97_Ba2Ca(BO2)6,Ba 2 Ca 1 B 6 O 12,"Ba 2 Ca 1 B 6 O 12 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 25, PymatgenData std dev row of 16, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 62, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 27, PymatgenData std dev atomic mass of 48, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 64."
98_Ba2Ca(BO3)2,Ba 2 Ca 1 B 2 O 6,"Ba 2 Ca 1 B 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 76, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 56, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 39, PymatgenData std dev atomic mass of 59, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 79."
99_Ba2CaWO6,Ba 2 Ca 1 W 1 O 6,"Ba 2 Ca 1 W 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 82, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 86."
100_Ba2Cd(BO2)6,Ba 2 Cd 1 B 6 O 12,"Ba 2 Cd 1 B 6 O 12 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 25, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 53, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 49, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 31, PymatgenData std dev atomic mass of 53, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 62."
101_Ba2CdGe2O7,Ba 2 Cd 1 Ge 2 O 7,"Ba 2 Cd 1 Ge 2 O 7 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 66, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 64, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 54, PymatgenData std dev atomic mass of 63, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 76."
102_Ba2CdS3,Ba 2 Cd 1 S 3,"Ba 2 Cd 1 S 3 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 43, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 88, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 81, PymatgenData std dev atomic mass of 63, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 66."
103_Ba2CdSe3,Ba 2 Cd 1 Se 3,"Ba 2 Cd 1 Se 3 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 48, PymatgenData std dev row of 11, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 88, PymatgenData minimum atomic mass of 79, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 104, PymatgenData std dev atomic mass of 34, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 57."
104_Ba2GaSbSe5,Ba 2 Ga 1 Sb 1 Se 5,"Ba 2 Ga 1 Sb 1 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 46, PymatgenData std dev row of 11, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 70, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 96, PymatgenData std dev atomic mass of 33, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 51."
105_Ba2Ge(TeSe)2,Ba 2 Ge 1 Te 2 Se 2,"Ba 2 Ge 1 Te 2 Se 2 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 49, PymatgenData std dev row of 10, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 73, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 109, PymatgenData std dev atomic mass of 32, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 48."
106_Ba2Ge2Se5,Ba 2 Ge 2 Se 5,"Ba 2 Ge 2 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 44, PymatgenData std dev row of 11, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 54, PymatgenData minimum atomic mass of 73, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 91, PymatgenData std dev atomic mass of 33, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 53."
107_Ba2GeO4,Ba 2 Ge 1 O 4,"Ba 2 Ge 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 70, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 90."
108_Ba2GeSe4,Ba 2 Ge 1 Se 4,"Ba 2 Ge 1 Se 4 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 46, PymatgenData std dev row of 12, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 82, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 73, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 95, PymatgenData std dev atomic mass of 36, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 59."
109_Ba2HfO4,Ba 2 Hf 1 O 4,"Ba 2 Hf 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 37, PymatgenData std dev row of 26, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 88, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 85, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 74, PymatgenData std dev atomic mass of 90, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 92."
110_Ba2HgS3,Ba 2 Hg 1 S 3,"Ba 2 Hg 1 S 3 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 45, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 18, PymatgenData std dev block of 88, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 95, PymatgenData std dev atomic mass of 85, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 66."
111_Ba2HgS5,Ba 2 Hg 1 S 5,"Ba 2 Hg 1 S 5 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 41, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 81, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 82, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 79, PymatgenData std dev atomic mass of 88, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 67."
112_Ba2In2O5,Ba 2 In 2 O 5,"Ba 2 In 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 54, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 65, PymatgenData std dev atomic mass of 72, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 85."
113_Ba2InBiSe5,Ba 2 In 1 Bi 1 Se 5,"Ba 2 In 1 Bi 1 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 48, PymatgenData std dev row of 12, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 79, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 110, PymatgenData std dev atomic mass of 54, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 51."
114_Ba2InGaO5,Ba 2 In 1 Ga 1 O 5,"Ba 2 In 1 Ga 1 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 71, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 60, PymatgenData std dev atomic mass of 67, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
115_Ba2InSbSe5,Ba 2 In 1 Sb 1 Se 5,"Ba 2 In 1 Sb 1 Se 5 has PymatgenData minimum row of 40, PymatgenData maximum row of 60, PymatgenData mean row of 47, PymatgenData std dev row of 10, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 79, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 101, PymatgenData std dev atomic mass of 32, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 51."
116_Ba2LaNbO6,Ba 2 La 1 Nb 1 O 6,"Ba 2 La 1 Nb 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 60, PymatgenData std dev atomic mass of 73, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 88."
117_Ba2LaTaO6,Ba 2 La 1 Ta 1 O 6,"Ba 2 La 1 Ta 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 26, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 69, PymatgenData std dev atomic mass of 87, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 88."
118_Ba2Li(BO2)5,Ba 2 Li 1 B 5 O 10,"Ba 2 Li 1 B 5 O 10 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 24, PymatgenData std dev row of 16, PymatgenData minimum group of 10, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 66, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 48, PymatgenData minimum atomic mass of 7, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 28, PymatgenData std dev atomic mass of 50, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 63."
